multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
2123,J1S1,2021-06-04,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,2.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,57.0
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0
2157,RFH373,2020-11-24,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,35.0,31.0
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0
2167,WU341A,2020-12-12,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,63.0,61.0
2170,BB8986,2023-07-05,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0
2174,INTIGR8,2022-12-07,09:30,104.0,40,RUTA 9,R03,ERROR,64.0,62.0
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,72.0
2180,BHRP770,2022-09-04,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,37.0
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0
2182,990XYK,2021-04-17,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,39.0
2185,GOOGLE,2022-05-18,10:31,144.0,80,AV LIBERTADOR,,ERROR,64.0,60.0
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,73.0
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,74.0
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0
2199,3646HBH,2020-03-26,10:31,145.0,80,AV LIBERTADOR,,PAGADA,65.0,61.0
2201,0695DVH,2021-05-11,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,28.0
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,54.0
2205,6NCE831,2020-07-05,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0
2230,GOOGLE,2023-03-13,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,75.0,73.0
2236,409,2023-05-22,19:36,81.0,60,RUTA 9,R02,IMPAGA,21.0,18.0
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0
2241,HAMSTUR,2020-06-14,09:32,120.0,80,AV LIBERTADOR,,IMPAGA,40.0,36.0
2245,9999868,2022-09-28,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0
2247,WU08YWC,2020-05-03,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0
2248,BM351,2021-12-08,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,49.0
2250,INTIGR8,2021-01-23,10:34,117.0,40,AV SIEMPRE VIVA,R03,ERROR,77.0,75.0
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,63.0
2267,GLEN1E,2023-04-02,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,25.0
2270,HF58HXP,2022-08-16,19:37,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0
2274,GE1466,2020-11-12,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,59.0
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,10.0
2278,MVU4688,2021-03-05,09:33,105.0,80,AV LIBERTADOR,,ERROR,25.0,21.0
2279,0695DVH,2020-10-02,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,58.0
2281,FD1475,2020-07-06,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,27.0,25.0
2289,BX55DOG,2021-12-17,10:35,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0
2297,810TCH,2022-05-03,15:21,80.0,60,RUTA 9,,ERROR,20.0,17.0
2305,589222,2020-12-15,15:22,134.0,60,AV LIBERTADOR,,APELADA,74.0,71.0
2309,INTIGR8,2022-02-18,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,29.0
2314,81ZFJD,2021-03-23,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,46.0,43.0
2317,WEFLYN,2024-02-04,19:38,126.0,80,RUTA 9,,ERROR,46.0,42.0
2323,TL03GOG,2022-03-09,19:38,126.0,80,RUTA 9,,IMPAGA,46.0,42.0
2325,WU08YWC,2023-06-28,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,61.0
2327,PIW4215,2022-10-10,15:23,142.0,80,AV SIEMPRE VIVA,R01,ERROR,62.0,58.0
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,8.0
2334,MX60NZA,2023-12-10,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,46.0
2336,NHZ1002,2023-06-18,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,28.0
2345,81ZFJD,2022-08-13,19:39,69.0,40,AV SIEMPRE VIVA,,ERROR,29.0,27.0
2346,TL03GOG,2021-03-21,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,36.0
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,72.0
2360,WU08YWC,2023-07-30,15:24,68.0,60,AV SIEMPRE VIVA,R02,ERROR,8.0,5.0
2369,691XC80,2023-04-22,19:40,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0
2370,RFH373,2022-05-30,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,14.0
2371,GN64OTP,2022-11-05,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,9.0
2372,MPX9357,2024-01-02,15:25,128.0,80,RUTA 9,,PAGADA,48.0,44.0
2374,W326AVE,2021-11-23,09:37,80.0,40,RUTA 9,R03,ERROR,40.0,38.0
2377,BHRP770,2020-07-28,19:41,148.0,80,AV SIEMPRE VIVA,,PAGADA,68.0,64.0
2381,INTIGR8,2020-06-30,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,55.0
2385,GE1466,2023-07-10,10:38,89.0,80,AV SIEMPRE VIVA,,ERROR,9.0,5.0
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,77.0
2393,BHRP770,2020-08-12,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,19.0
2394,MVU4688,2020-06-21,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,8.0,5.0
2395,XIIUME,2020-09-06,15:25,117.0,60,RUTA 9,R02,ERROR,57.0,54.0
2396,M431ZW,2021-11-29,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,77.0,73.0
2397,M431ZW,2023-05-02,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,34.0
2400,CD05601,2023-05-16,15:26,80.0,60,RUTA 9,R01,ERROR,20.0,17.0
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,62.0
2403,AWS167,2020-11-22,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,36.0
2414,NHZ1002,2023-01-27,09:38,81.0,40,AV SIEMPRE VIVA,,IMPAGA,41.0,39.0
2419,HK06YMX,2022-02-17,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,16.0
2425,WU08YWC,2023-11-26,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,75.0
2433,NTHGLFT,2023-02-02,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,50.0
2437,6611172,2022-04-23,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0
2438,GCP332,2022-10-04,09:40,96.0,60,AV LIBERTADOR,R03,ERROR,36.0,33.0
2441,TL03GOG,2022-07-05,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,35.0
2442,3646HBH,2020-11-24,15:27,120.0,40,AV LIBERTADOR,,PAGADA,80.0,78.0
2446,990XYK,2020-03-08,09:40,102.0,80,RUTA 9,R01,APELADA,22.0,18.0
2447,831MDB,2023-01-28,09:40,133.0,80,AV LIBERTADOR,R02,APELADA,53.0,49.0
2450,831MDB,2022-12-01,10:40,126.0,80,AV SIEMPRE VIVA,R02,PAGADA,46.0,42.0
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0
2471,AWS167,2023-07-23,10:41,45.0,40,AV SIEMPRE VIVA,R03,ERROR,5.0,3.0
2476,5777770,2021-11-06,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,52.0
2477,GLEN1E,2023-08-27,09:42,113.0,40,AV SIEMPRE VIVA,,APELADA,73.0,71.0
2483,5777770,2024-02-04,10:42,95.0,40,RUTA 9,R03,ERROR,55.0,53.0
2484,CBMUK,2021-10-29,15:28,109.0,80,AV SIEMPRE VIVA,R02,IMPAGA,29.0,25.0
2489,GLEN1E,2020-12-23,09:43,70.0,40,RUTA 9,R03,PAGADA,30.0,28.0
2490,J1S1,2021-09-19,19:47,66.0,60,AV LIBERTADOR,,IMPAGA,6.0,3.0
2502,81ZFJD,2023-08-30,10:42,85.0,80,AV LIBERTADOR,,APELADA,5.0,1.0
2504,691XC80,2022-09-07,09:43,114.0,40,RUTA 9,R01,IMPAGA,74.0,72.0
2505,BM351,2020-11-10,09:43,132.0,80,AV SIEMPRE VIVA,,PAGADA,52.0,48.0
2507,WEFLYN,2022-10-15,09:43,124.0,60,AV SIEMPRE VIVA,,IMPAGA,64.0,61.0
2509,MX60NZA,2023-12-02,10:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0
2512,AI7OVF,2022-02-22,10:43,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,39.0
2520,AI7OVF,2021-03-09,09:44,112.0,40,AV SIEMPRE VIVA,R02,PAGADA,72.0,70.0
2523,UM96201,2021-08-19,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,22.0
2527,6EVY261,2020-04-22,09:44,144.0,80,AV SIEMPRE VIVA,R03,ERROR,64.0,60.0
2529,UW3932,2020-01-06,10:43,150.0,80,RUTA 9,,PAGADA,70.0,66.0
2530,UM96201,2023-09-23,10:43,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,39.0
2533,409,2023-07-28,19:48,117.0,40,AV LIBERTADOR,R02,ERROR,77.0,75.0
2534,DK414N,2022-05-27,09:45,110.0,40,AV LIBERTADOR,R03,APELADA,70.0,68.0
2543,XIIUME,2021-07-05,10:44,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,22.0
2544,WEFLYN,2021-03-15,15:30,121.0,80,AV LIBERTADOR,R02,IMPAGA,41.0,37.0
2546,BHRP770,2020-08-30,09:45,91.0,80,AV SIEMPRE VIVA,,IMPAGA,11.0,7.0
2549,BX55DOG,2022-07-23,19:49,93.0,40,AV SIEMPRE VIVA,R01,APELADA,53.0,51.0
2557,M20CPR,2023-10-03,15:31,136.0,80,AV LIBERTADOR,R01,ERROR,56.0,52.0
2562,81ZFJD,2020-08-14,15:31,89.0,80,RUTA 9,R01,PAGADA,9.0,5.0
2563,BHRP770,2022-02-27,09:46,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0
2567,FD1475,2022-11-15,09:46,110.0,60,AV SIEMPRE VIVA,R02,PAGADA,50.0,47.0
2576,M20CPR,2020-10-13,10:45,115.0,80,AV LIBERTADOR,R02,ERROR,35.0,31.0
2578,HF58HXP,2022-09-29,10:45,134.0,60,AV LIBERTADOR,R02,APELADA,74.0,71.0
2580,RFH373,2022-07-15,19:50,102.0,40,AV LIBERTADOR,,PAGADA,62.0,60.0
2586,FD1475,2020-04-06,09:47,159.0,80,RUTA 9,,ERROR,79.0,75.0
2590,NTHGLFT,2020-10-05,19:50,110.0,40,AV SIEMPRE VIVA,,APELADA,70.0,68.0
2597,6611172,2021-09-04,09:47,112.0,60,RUTA 9,,APELADA,52.0,49.0
2598,831MDB,2020-11-28,19:51,122.0,80,AV LIBERTADOR,R02,ERROR,42.0,38.0
2601,TL03GOG,2021-05-27,19:51,65.0,40,AV LIBERTADOR,R02,PAGADA,25.0,23.0
2603,9999868,2022-01-11,09:47,130.0,80,AV LIBERTADOR,R03,APELADA,50.0,46.0
2607,BB8986,2022-05-25,10:46,127.0,80,AV LIBERTADOR,R03,ERROR,47.0,43.0
2608,3646HBH,2020-12-07,19:51,69.0,60,AV LIBERTADOR,R02,APELADA,9.0,6.0
2610,CBMUK,2021-08-28,10:47,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0
2619,81ZFJD,2020-06-03,10:47,129.0,60,AV SIEMPRE VIVA,R01,APELADA,69.0,66.0
2634,HF58HXP,2023-12-30,19:52,97.0,40,AV SIEMPRE VIVA,R02,PAGADA,57.0,55.0
2639,5777770,2021-09-08,10:48,78.0,40,AV LIBERTADOR,R03,IMPAGA,38.0,36.0
2643,T0YDR,2020-03-18,15:33,86.0,60,AV LIBERTADOR,,IMPAGA,26.0,23.0
2645,GN64OTP,2021-06-24,10:48,83.0,60,AV LIBERTADOR,,ERROR,23.0,20.0
2650,NTHGLFT,2020-11-28,19:53,105.0,80,AV SIEMPRE VIVA,,PAGADA,25.0,21.0
2652,OUTSTDN,2022-05-29,19:54,101.0,40,RUTA 9,R02,APELADA,61.0,59.0
2660,0695DVH,2024-01-05,09:50,46.0,40,RUTA 9,R03,PAGADA,6.0,4.0
2661,UW3932,2022-01-19,10:49,95.0,40,RUTA 9,R02,ERROR,55.0,53.0
2662,NTHGLFT,2024-01-25,10:49,87.0,40,AV SIEMPRE VIVA,R01,ERROR,47.0,45.0
2664,0695DVH,2020-03-04,19:54,135.0,80,AV SIEMPRE VIVA,R03,PAGADA,55.0,51.0
2667,T0YDR,2021-08-19,19:54,144.0,80,RUTA 9,R03,APELADA,64.0,60.0
2681,YLO8WUE,2024-01-05,10:49,98.0,40,RUTA 9,,IMPAGA,58.0,56.0
2686,VNK296GP,2023-02-26,10:50,89.0,80,RUTA 9,,APELADA,9.0,5.0
2687,YLO8WUE,2021-06-23,09:50,148.0,80,RUTA 9,R03,IMPAGA,68.0,64.0
2688,J1S1,2023-09-21,09:50,93.0,60,AV SIEMPRE VIVA,,IMPAGA,33.0,30.0
2694,CBMUK,2021-02-17,15:34,110.0,60,AV SIEMPRE VIVA,,APELADA,50.0,47.0
2700,8B90638,2021-06-23,09:51,127.0,80,RUTA 9,,IMPAGA,47.0,43.0
2705,W326AVE,2023-01-01,15:35,122.0,80,AV LIBERTADOR,R02,ERROR,42.0,38.0
2713,NHZ1002,2020-07-31,10:51,128.0,60,AV LIBERTADOR,R03,PAGADA,68.0,65.0
2714,MPX9357,2023-09-01,09:52,79.0,40,AV LIBERTADOR,R01,ERROR,39.0,37.0
2716,HF3461,2023-03-19,19:57,142.0,80,AV LIBERTADOR,R03,ERROR,62.0,58.0
2726,GOOGLE,2021-10-15,15:35,145.0,80,AV LIBERTADOR,,APELADA,65.0,61.0
2740,AI7OVF,2023-04-09,15:36,133.0,60,AV LIBERTADOR,,ERROR,73.0,70.0
2742,AWS167,2022-02-20,15:36,105.0,80,AV LIBERTADOR,,ERROR,25.0,21.0
2743,J1S1,2022-06-05,15:37,108.0,40,AV LIBERTADOR,,ERROR,68.0,66.0
2750,M431ZW,2021-02-06,10:52,75.0,60,AV SIEMPRE VIVA,,IMPAGA,15.0,12.0
2753,HF58HXP,2021-07-27,15:37,103.0,40,RUTA 9,,ERROR,63.0,61.0
2754,WU341A,2022-01-04,10:52,80.0,40,AV LIBERTADOR,,APELADA,40.0,38.0
2755,UM96201,2020-04-20,09:54,67.0,40,AV LIBERTADOR,R02,IMPAGA,27.0,25.0
2756,BB8986,2024-01-01,15:37,104.0,40,AV LIBERTADOR,R03,PAGADA,64.0,62.0
2757,FVIOUHP,2023-10-23,15:37,109.0,40,AV LIBERTADOR,R02,APELADA,69.0,67.0
2760,BB8986,2020-02-27,10:52,66.0,40,RUTA 9,,IMPAGA,26.0,24.0
2761,GLEN1E,2021-10-09,19:58,105.0,40,RUTA 9,R03,IMPAGA,65.0,63.0
2764,BP717,2023-07-26,10:53,103.0,60,AV LIBERTADOR,R03,IMPAGA,43.0,40.0
2765,589222,2022-09-09,15:38,112.0,80,RUTA 9,R01,IMPAGA,32.0,28.0
2785,J1S1,2021-01-09,15:38,86.0,60,AV LIBERTADOR,,PAGADA,26.0,23.0
2786,UM96201,2021-02-02,09:54,99.0,40,AV LIBERTADOR,R03,APELADA,59.0,57.0
2790,CT5B876,2023-10-26,19:59,116.0,60,AV SIEMPRE VIVA,R02,ERROR,56.0,53.0
2791,8B90638,2021-02-20,19:59,125.0,60,AV LIBERTADOR,R01,PAGADA,65.0,62.0
2796,MPX9357,2020-10-21,15:39,116.0,60,AV LIBERTADOR,R03,PAGADA,56.0,53.0
2797,BP717,2020-02-07,15:39,92.0,40,AV SIEMPRE VIVA,,IMPAGA,52.0,50.0
2811,DI2LOT,2022-07-29,09:56,86.0,80,RUTA 9,R01,IMPAGA,6.0,2.0
2814,WEFLYN,2020-12-13,15:39,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0
2817,WU341A,2021-08-05,09:56,112.0,40,AV SIEMPRE VIVA,,IMPAGA,72.0,70.0
2820,XIIUME,2020-12-10,20:01,67.0,40,RUTA 9,R02,APELADA,27.0,25.0
2824,B81JKY,2021-09-23,15:40,142.0,80,RUTA 9,R03,PAGADA,62.0,58.0
2826,W326AVE,2024-01-06,10:55,138.0,80,AV SIEMPRE VIVA,,PAGADA,58.0,54.0
2828,NHZ1002,2023-12-04,15:40,116.0,60,RUTA 9,,APELADA,56.0,53.0
2831,GLEN1E,2021-12-31,09:57,118.0,40,AV LIBERTADOR,R01,ERROR,78.0,76.0
2839,YLO8WUE,2022-11-20,20:01,88.0,40,RUTA 9,,PAGADA,48.0,46.0
2845,831MDB,2023-01-20,09:58,154.0,80,AV LIBERTADOR,R01,IMPAGA,74.0,70.0
2847,RFH373,2022-08-15,09:58,145.0,80,AV SIEMPRE VIVA,,ERROR,65.0,61.0
2848,VNK296GP,2020-05-09,15:40,125.0,60,AV LIBERTADOR,R01,IMPAGA,65.0,62.0
2857,UW3932,2022-05-13,20:02,130.0,60,AV LIBERTADOR,R01,ERROR,70.0,67.0
2868,PIW4215,2021-12-23,09:59,112.0,60,RUTA 9,R01,IMPAGA,52.0,49.0
2878,M431ZW,2023-04-26,20:03,70.0,60,AV SIEMPRE VIVA,R02,PAGADA,10.0,7.0
2879,589222,2024-02-02,10:58,73.0,40,AV LIBERTADOR,,APELADA,33.0,31.0
2888,41RSTZ,2021-04-21,10:58,99.0,60,RUTA 9,R03,IMPAGA,39.0,36.0
2892,831MDB,2023-05-24,20:03,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0
2895,5777770,2023-09-30,15:42,85.0,40,AV LIBERTADOR,R03,IMPAGA,45.0,43.0
2897,9999868,2020-01-21,20:04,85.0,80,AV SIEMPRE VIVA,,ERROR,5.0,1.0
2907,BX55DOG,2021-11-26,10:00,93.0,60,RUTA 9,R02,IMPAGA,33.0,30.0
2908,3646HBH,2022-12-11,10:59,138.0,80,AV SIEMPRE VIVA,R03,APELADA,58.0,54.0
2910,CD05601,2022-10-25,15:42,102.0,80,RUTA 9,R02,APELADA,22.0,18.0
2911,M431ZW,2023-10-10,10:59,68.0,40,AV SIEMPRE VIVA,R01,IMPAGA,28.0,26.0
2918,HAMSTUR,2021-05-05,11:00,92.0,80,AV LIBERTADOR,,PAGADA,12.0,8.0
2924,WU08YWC,2020-10-05,10:01,130.0,80,AV SIEMPRE VIVA,R03,PAGADA,50.0,46.0
2925,OUTSTDN,2022-04-08,20:05,68.0,40,RUTA 9,R02,ERROR,28.0,26.0
2927,589222,2020-11-14,10:01,55.0,40,AV SIEMPRE VIVA,R03,PAGADA,15.0,13.0
2931,NHZ1002,2022-07-17,15:43,122.0,60,AV LIBERTADOR,R01,ERROR,62.0,59.0
2933,WEFLYN,2022-04-07,15:43,136.0,60,AV LIBERTADOR,,ERROR,76.0,73.0
2934,BB8986,2020-11-12,11:00,96.0,80,AV LIBERTADOR,R02,ERROR,16.0,12.0
2937,81ZFJD,2023-12-17,10:01,87.0,80,AV LIBERTADOR,R01,PAGADA,7.0,3.0
2942,691XC80,2022-03-02,15:44,123.0,60,AV SIEMPRE VIVA,R01,APELADA,63.0,60.0
2944,NTHGLFT,2022-11-10,20:05,47.0,40,RUTA 9,R02,APELADA,7.0,5.0
2953,INTIGR8,2021-12-26,15:44,154.0,80,AV LIBERTADOR,R02,IMPAGA,74.0,70.0
2957,691XC80,2020-12-05,11:00,135.0,60,AV LIBERTADOR,R02,PAGADA,75.0,72.0
2958,GLEN1E,2021-01-07,10:02,64.0,40,RUTA 9,R03,IMPAGA,24.0,22.0
2961,3646HBH,2021-04-03,10:02,127.0,60,AV LIBERTADOR,R03,ERROR,67.0,64.0
2965,T0YDR,2020-11-08,11:01,137.0,80,RUTA 9,R03,PAGADA,57.0,53.0
2970,DK414N,2022-01-28,10:02,89.0,40,AV LIBERTADOR,R02,APELADA,49.0,47.0
2982,HF58HXP,2020-06-24,10:03,97.0,60,AV LIBERTADOR,,PAGADA,37.0,34.0
2984,M20CPR,2022-03-06,10:03,84.0,60,RUTA 9,R01,PAGADA,24.0,21.0
2989,691XC80,2022-10-30,11:01,117.0,60,AV SIEMPRE VIVA,R01,PAGADA,57.0,54.0
2990,INTIGR8,2023-03-15,15:46,110.0,80,AV LIBERTADOR,R01,IMPAGA,30.0,26.0
2992,J1S1,2022-01-01,10:03,118.0,80,AV LIBERTADOR,R03,ERROR,38.0,34.0
3001,MX60NZA,2020-05-25,15:46,118.0,60,AV LIBERTADOR,R01,APELADA,58.0,55.0
3002,8B90638,2021-10-24,15:47,88.0,60,AV LIBERTADOR,R03,APELADA,28.0,25.0
3008,GCP332,2021-01-11,11:03,116.0,80,RUTA 9,,APELADA,36.0,32.0
3013,FD1475,2020-11-30,11:03,118.0,60,RUTA 9,R02,APELADA,58.0,55.0
3018,GCP332,2023-02-13,10:04,79.0,60,AV LIBERTADOR,R01,PAGADA,19.0,16.0
3023,5777770,2023-05-14,15:47,75.0,40,AV LIBERTADOR,R03,PAGADA,35.0,33.0
3037,GOOGLE,2023-02-22,20:09,86.0,40,AV LIBERTADOR,R02,IMPAGA,46.0,44.0
3046,GLEN1E,2023-04-23,20:09,76.0,40,AV SIEMPRE VIVA,R03,ERROR,36.0,34.0
3053,MVU4688,2021-03-29,10:05,105.0,60,RUTA 9,R03,PAGADA,45.0,42.0
3064,FD1475,2023-09-01,20:10,108.0,80,AV LIBERTADOR,R02,APELADA,28.0,24.0
3066,VY90540,2023-12-11,20:10,102.0,40,AV LIBERTADOR,R02,PAGADA,62.0,60.0
3070,PIW4215,2020-11-10,10:05,74.0,60,RUTA 9,,ERROR,14.0,11.0
3075,810TCH,2023-06-17,20:11,109.0,80,AV LIBERTADOR,,ERROR,29.0,25.0
3083,VTIIAHV,2022-10-09,20:11,94.0,60,RUTA 9,R03,PAGADA,34.0,31.0
3084,CT5B876,2020-08-08,20:11,85.0,40,AV LIBERTADOR,,APELADA,45.0,43.0
3087,B81JKY,2022-12-21,20:11,82.0,40,AV LIBERTADOR,R03,IMPAGA,42.0,40.0
3089,TL03GOG,2020-06-14,15:49,106.0,60,AV LIBERTADOR,,IMPAGA,46.0,43.0
3093,INTIGR8,2022-08-22,15:49,107.0,80,AV LIBERTADOR,R02,IMPAGA,27.0,23.0
3094,T0YDR,2021-08-14,15:49,91.0,60,RUTA 9,,ERROR,31.0,28.0
3095,810TCH,2020-05-06,20:12,48.0,40,AV LIBERTADOR,R02,IMPAGA,8.0,6.0
3100,NTHGLFT,2020-09-30,20:12,90.0,60,AV LIBERTADOR,R01,PAGADA,30.0,27.0
3102,BHRP770,2021-04-11,20:12,55.0,40,RUTA 9,,PAGADA,15.0,13.0
3104,UM96201,2024-01-28,20:12,90.0,60,AV SIEMPRE VIVA,,APELADA,30.0,27.0
3109,8B90638,2024-01-15,20:13,68.0,60,AV LIBERTADOR,R02,IMPAGA,8.0,5.0
3111,DK414N,2023-10-07,11:05,85.0,40,AV LIBERTADOR,R02,IMPAGA,45.0,43.0
3113,T0YDR,2023-07-02,15:50,122.0,60,RUTA 9,R03,ERROR,62.0,59.0
3117,OUTSTDN,2023-02-23,11:06,53.0,40,AV LIBERTADOR,R02,IMPAGA,13.0,11.0
3127,MPX9357,2020-01-26,11:07,50.0,40,AV LIBERTADOR,R02,ERROR,10.0,8.0
3137,NHZ1002,2022-11-26,11:08,65.0,60,AV LIBERTADOR,R02,APELADA,5.0,2.0
3139,W326AVE,2021-08-04,15:51,109.0,40,AV LIBERTADOR,,ERROR,69.0,67.0
3142,HAMSTUR,2022-03-10,15:51,133.0,80,AV SIEMPRE VIVA,R02,APELADA,53.0,49.0
3149,INTIGR8,2023-12-31,15:52,130.0,80,AV SIEMPRE VIVA,R01,ERROR,50.0,46.0
3155,HAMSTUR,2020-06-21,10:08,71.0,40,AV LIBERTADOR,R01,PAGADA,31.0,29.0
3156,TL03GOG,2020-02-05,10:08,115.0,40,AV SIEMPRE VIVA,R02,ERROR,75.0,73.0
3157,810TCH,2021-11-15,11:08,96.0,60,RUTA 9,R01,ERROR,36.0,33.0
3160,GLEN1E,2021-05-01,15:52,146.0,80,AV SIEMPRE VIVA,,PAGADA,66.0,62.0
3161,FVIOUHP,2024-01-24,20:13,130.0,80,AV SIEMPRE VIVA,R03,IMPAGA,50.0,46.0
3164,6EVY261,2020-07-08,10:08,109.0,80,AV LIBERTADOR,,PAGADA,29.0,25.0
3166,BP717,2023-11-21,20:14,107.0,80,AV SIEMPRE VIVA,R02,IMPAGA,27.0,23.0
3168,MPX9357,2020-12-19,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,1.0
3169,J1S1,2021-11-23,11:09,85.0,60,AV LIBERTADOR,R03,APELADA,25.0,22.0
3171,3646HBH,2024-02-03,20:14,131.0,80,AV LIBERTADOR,R01,IMPAGA,51.0,47.0
3176,9999868,2022-06-01,11:09,155.0,80,AV SIEMPRE VIVA,R03,APELADA,75.0,71.0
3177,WU341A,2020-12-21,15:53,103.0,60,RUTA 9,R03,PAGADA,43.0,40.0
3179,GN64OTP,2023-10-27,20:15,65.0,60,RUTA 9,R01,PAGADA,5.0,2.0
3181,UM96201,2021-04-22,20:15,123.0,60,RUTA 9,,PAGADA,63.0,60.0
3188,BHRP770,2021-09-02,15:53,116.0,60,AV SIEMPRE VIVA,,APELADA,56.0,53.0
3190,691XC80,2020-08-16,11:10,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0
3195,OUTSTDN,2023-03-22,20:16,157.0,80,AV SIEMPRE VIVA,R01,APELADA,77.0,73.0
3198,YLO8WUE,2021-05-22,11:10,151.0,80,AV LIBERTADOR,R02,PAGADA,71.0,67.0
